Date,Open,High,Low,Close,Volume,Adj Close
2013-07-11,42.73,42.73,42.73,42.73,000,42.32
2013-07-10,41.73,41.73,41.73,41.73,000,41.33
2013-07-09,41.48,41.48,41.48,41.48,000,41.08
2013-07-08,41.24,41.24,41.24,41.24,000,40.85
2013-07-05,41.29,41.29,41.29,41.29,000,40.89
2013-07-03,41.15,41.15,41.15,41.15,000,40.76
2013-07-02,41.42,41.42,41.42,41.42,000,41.02
2013-07-01,41.64,41.64,41.64,41.64,000,41.24
2013-06-28,41.29,41.29,41.29,41.29,000,40.89
2013-06-27,41.10,41.10,41.10,41.10,000,40.71
2013-06-26,40.63,40.63,40.63,40.63,000,40.24
2013-06-25,40.14,40.14,40.14,40.14,000,39.76
2013-06-24,39.94,39.94,39.94,39.94,000,39.56
2013-06-21,40.59,40.59,40.59,40.59,000,40.20
2013-06-20,40.70,40.70,40.70,40.70,000,40.31
2013-06-19,41.97,41.97,41.97,41.97,000,41.57
2013-06-18,42.65,42.65,42.65,42.65,000,42.24
2013-06-17,42.45,42.45,42.45,42.45,000,42.04
2013-06-14,42.01,42.01,42.01,42.01,000,41.61
2013-06-13,42.30,42.30,42.30,42.30,000,41.90
2013-06-12,41.99,41.99,41.99,41.99,000,41.59
2013-06-11,42.37,42.37,42.37,42.37,000,41.96
2013-06-10,42.68,42.68,42.68,42.68,000,42.27
2013-06-07,42.62,42.62,42.62,42.62,000,42.21
2013-06-06,42.36,42.36,42.36,42.36,000,41.95
2013-06-05,42.20,42.20,42.20,42.20,000,41.80
2013-06-04,42.88,42.88,42.88,42.88,000,42.47
2013-06-03,42.79,42.79,42.79,42.79,000,42.38
2013-05-31,42.61,42.61,42.61,42.61,000,42.20
2013-05-30,43.41,43.41,43.41,43.41,000,42.99
2013-05-29,43.29,43.29,43.29,43.29,000,42.88
2013-05-28,43.53,43.53,43.53,43.53,000,43.11
2013-05-24,43.33,43.33,43.33,43.33,000,42.92
2013-05-23,43.40,43.40,43.40,43.40,000,42.98
2013-05-22,44.11,44.11,44.11,44.11,000,43.69
2013-05-21,44.37,44.37,44.37,44.37,000,43.95
2013-05-20,44.49,44.49,44.49,44.49,000,44.06
2013-05-17,44.18,44.18,44.18,44.18,000,43.76
2013-05-16,44.07,44.07,44.07,44.07,000,43.65
2013-05-15,44.23,44.23,44.23,44.23,000,43.81
2013-05-14,43.96,43.96,43.96,43.96,000,43.54
2013-05-13,43.68,43.68,43.68,43.68,000,43.26
2013-05-10,43.86,43.86,43.86,43.86,000,43.44
2013-05-09,43.66,43.66,43.66,43.66,000,43.24
2013-05-08,43.98,43.98,43.98,43.98,000,43.56
2013-05-07,43.42,43.42,43.42,43.42,000,43.00
2013-05-06,43.31,43.31,43.31,43.31,000,42.90
2013-05-03,43.38,43.38,43.38,43.38,000,42.96
2013-05-02,43.00,43.00,43.00,43.00,000,42.59
2013-05-01,42.82,42.82,42.82,42.82,000,42.41
2013-04-30,43.06,43.06,43.06,43.06,000,42.65
2013-04-29,42.82,42.82,42.82,42.82,000,42.41
2013-04-26,42.44,42.44,42.44,42.44,000,42.03
2013-04-25,42.51,42.51,42.51,42.51,000,42.10
2013-04-24,42.19,42.19,42.19,42.19,000,41.79
2013-04-23,41.92,41.92,41.92,41.92,000,41.52
2013-04-22,41.52,41.52,41.52,41.52,000,41.12
2013-04-19,41.39,41.39,41.39,41.39,000,40.99
2013-04-18,41.01,41.01,41.01,41.01,000,40.62
2013-04-17,41.08,41.08,41.08,41.08,000,40.69
2013-04-16,41.85,41.85,41.85,41.85,000,41.45
2013-04-15,41.31,41.31,41.31,41.31,000,40.91
2013-04-12,42.06,42.06,42.06,42.06,000,41.66
2013-04-11,42.31,42.31,42.31,42.31,000,41.91
2013-04-10,42.00,42.00,42.00,42.00,000,41.60
2013-04-09,41.41,41.41,41.41,41.41,000,41.01
2013-04-08,41.37,41.37,41.37,41.37,000,40.97
2013-04-05,41.01,41.01,41.01,41.01,000,40.62
2013-04-04,41.46,41.46,41.46,41.46,000,41.06
2013-04-03,41.53,41.53,41.53,41.53,000,41.13
2013-04-02,41.70,41.70,41.70,41.70,000,41.30
2013-04-01,41.46,41.46,41.46,41.46,000,41.06
2013-03-28,41.63,41.63,41.63,41.63,000,41.23
2013-03-27,41.46,41.46,41.46,41.46,000,41.06
2013-03-26,41.58,41.58,41.58,41.58,000,41.18
2013-03-25,41.29,41.29,41.29,41.29,000,40.89
2013-03-22,41.51,41.51,41.51,41.51,000,41.11
2013-03-21,41.36,41.36,41.36,41.36,000,40.96
2013-03-20,41.71,41.71,41.71,41.71,000,41.31
2013-03-19,41.50,41.50,41.50,41.50,000,41.10
2013-03-18,41.69,41.69,41.69,41.69,000,41.29
2013-03-15,42.33,42.33,42.33,42.33,000,41.93
2013-03-14,42.31,42.31,42.31,42.31,000,41.91
2013-03-13,41.99,41.99,41.99,41.99,000,41.59
2013-03-12,42.12,42.12,42.12,42.12,000,41.72
2013-03-11,42.21,42.21,42.21,42.21,000,41.81
2013-03-08,42.11,42.11,42.11,42.11,000,41.71
2013-03-07,41.94,41.94,41.94,41.94,000,41.54
2013-03-06,41.85,41.85,41.85,41.85,000,41.45
2013-03-05,41.87,41.87,41.87,41.87,000,41.47
2013-03-04,41.46,41.46,41.46,41.46,000,41.06
2013-03-01,41.40,41.40,41.40,41.40,000,41.00
2013-02-28,41.42,41.42,41.42,41.42,000,41.02
2013-02-27,41.37,41.37,41.37,41.37,000,40.97
2013-02-26,40.99,40.99,40.99,40.99,000,40.60
2013-02-25,41.03,41.03,41.03,41.03,000,40.64
2013-02-22,41.51,41.51,41.51,41.51,000,41.11
2013-02-21,41.23,41.23,41.23,41.23,000,40.84
2013-02-20,41.80,41.80,41.80,41.80,000,41.40
2013-02-19,42.02,42.02,42.02,42.02,000,41.62
2013-02-15,41.69,41.69,41.69,41.69,000,41.29
2013-02-14,41.73,41.73,41.73,41.73,000,41.33
2013-02-13,41.86,41.86,41.86,41.86,000,41.46
2013-02-12,41.76,41.76,41.76,41.76,000,41.36
2013-02-11,41.45,41.45,41.45,41.45,000,41.05
2013-02-08,41.85,41.85,41.85,41.85,000,41.45
2013-02-07,41.58,41.58,41.58,41.58,000,41.18
2013-02-06,41.91,41.91,41.91,41.91,000,41.51
2013-02-05,41.97,41.97,41.97,41.97,000,41.57
2013-02-04,41.84,41.84,41.84,41.84,000,41.44
2013-02-01,42.40,42.40,42.40,42.40,000,41.99
2013-01-31,42.00,42.00,42.00,42.00,000,41.60
2013-01-30,42.10,42.10,42.10,42.10,000,41.70
2013-01-29,42.00,42.00,42.00,42.00,000,41.60
2013-01-28,41.75,41.75,41.75,41.75,000,41.35
2013-01-25,41.95,41.95,41.95,41.95,000,41.55
2013-01-24,41.57,41.57,41.57,41.57,000,41.17
2013-01-23,41.53,41.53,41.53,41.53,000,41.13
2013-01-22,41.54,41.54,41.54,41.54,000,41.14
2013-01-18,41.48,41.48,41.48,41.48,000,41.08
2013-01-17,41.55,41.55,41.55,41.55,000,41.15
2013-01-16,41.15,41.15,41.15,41.15,000,40.76
2013-01-15,41.26,41.26,41.26,41.26,000,40.87
2013-01-14,41.31,41.31,41.31,41.31,000,40.91
2013-01-11,41.25,41.25,41.25,41.25,000,40.86
2013-01-10,41.19,41.19,41.19,41.19,000,40.80
2013-01-09,40.87,40.87,40.87,40.87,000,40.48
2013-01-08,40.80,40.80,40.80,40.80,000,40.41
2013-01-07,40.89,40.89,40.89,40.89,000,40.50
2013-01-04,40.96,40.96,40.96,40.96,000,40.57
2013-01-03,40.96,40.96,40.96,40.96,000,40.57
2013-01-02,41.21,41.21,41.21,41.21,000,40.82
2012-12-31,40.48,40.48,40.48,40.48,000,40.09
2012-12-28,40.13,40.13,40.13,40.13,000,39.75
2012-12-27,40.24,40.24,40.24,40.24,000,39.86
2012-12-26,40.21,40.21,40.21,40.21,000,39.83
2012-12-24,40.76,40.76,40.76,40.76,000,39.67
2012-12-21,40.78,40.78,40.78,40.78,000,39.69
