Date,Open,High,Low,Close,Volume,Adj Close
2014-09-29,214.73,214.73,214.73,214.73,000,214.14
2014-09-26,214.68,214.68,214.68,214.68,000,214.09
2014-09-25,214.09,214.09,214.09,214.09,000,213.50
2014-09-24,217.05,217.05,217.05,217.05,000,216.46
2014-09-23,214.18,214.18,214.18,214.18,000,213.59
2014-09-22,215.63,215.63,215.63,215.63,000,215.04
2014-09-19,216.76,216.76,216.76,216.76,000,216.17
2014-09-18,216.21,216.21,216.21,216.21,000,215.62
2014-09-17,214.78,214.78,214.78,214.78,000,214.19
2014-09-16,214.68,214.68,214.68,214.68,000,214.09
2014-09-15,212.46,212.46,212.46,212.46,000,211.88
2014-09-12,212.96,212.96,212.96,212.96,000,212.38
2014-09-11,214.22,214.22,214.22,214.22,000,213.63
2014-09-10,214.16,214.16,214.16,214.16,000,213.57
2014-09-09,213.18,213.18,213.18,213.18,000,212.60
2014-09-08,214.06,214.06,214.06,214.06,000,213.47
2014-09-05,213.71,213.71,213.71,213.71,000,213.13
2014-09-04,212.45,212.45,212.45,212.45,000,211.87
2014-09-03,213.60,213.60,213.60,213.60,000,213.02
2014-09-02,213.33,213.33,213.33,213.33,000,212.75
2014-08-29,213.46,213.46,213.46,213.46,000,212.88
2014-08-28,212.59,212.59,212.59,212.59,000,212.01
2014-08-27,212.54,212.54,212.54,212.54,000,211.96
2014-08-26,212.63,212.63,212.63,212.63,000,212.05
2014-08-25,211.47,211.47,211.47,211.47,000,210.89
2014-08-22,210.40,210.40,210.40,210.40,000,209.82
2014-08-21,210.48,210.48,210.48,210.48,000,209.90
2014-08-20,210.48,210.48,210.48,210.48,000,209.90
2014-08-19,210.59,210.59,210.59,210.59,000,210.01
2014-08-18,209.20,209.20,209.20,209.20,000,208.63
2014-08-15,207.39,207.39,207.39,207.39,000,206.82
2014-08-14,207.31,207.31,207.31,207.31,000,206.74
2014-08-13,204.88,204.88,204.88,204.88,000,204.32
2014-08-12,202.84,202.84,202.84,202.84,000,202.29
2014-08-11,202.96,202.96,202.96,202.96,000,202.41
2014-08-08,202.70,202.70,202.70,202.70,000,202.15
2014-08-07,201.39,201.39,201.39,201.39,000,200.84
2014-08-06,203.77,203.77,203.77,203.77,000,203.21
2014-08-05,204.83,204.83,204.83,204.83,000,204.27
2014-08-04,206.27,206.27,206.27,206.27,000,205.71
2014-08-01,204.93,204.93,204.93,204.93,000,204.37
2014-07-31,204.99,204.99,204.99,204.99,000,204.43
2014-07-30,208.68,208.68,208.68,208.68,000,208.11
2014-07-29,207.68,207.68,207.68,207.68,000,207.11
2014-07-28,207.75,207.75,207.75,207.75,000,207.18
2014-07-25,207.89,207.89,207.89,207.89,000,207.32
2014-07-24,208.42,208.42,208.42,208.42,000,207.85
2014-07-23,208.80,208.80,208.80,208.80,000,208.23
2014-07-22,207.74,207.74,207.74,207.74,000,207.17
2014-07-21,206.33,206.33,206.33,206.33,000,205.77
2014-07-18,206.92,206.92,206.92,206.92,000,206.35
2014-07-17,204.11,204.11,204.11,204.11,000,203.55
2014-07-16,206.17,206.17,206.17,206.17,000,205.61
2014-07-15,206.16,206.16,206.16,206.16,000,205.60
2014-07-14,207.34,207.34,207.34,207.34,000,206.77
2014-07-11,206.20,206.20,206.20,206.20,000,205.64
2014-07-10,205.58,205.58,205.58,205.58,000,205.02
2014-07-09,206.11,206.11,206.11,206.11,000,205.55
2014-07-08,205.24,205.24,205.24,205.24,000,204.68
2014-07-07,207.07,207.07,207.07,207.07,000,206.50
2014-07-03,209.21,209.21,209.21,209.21,000,208.64
2014-07-02,208.36,208.36,208.36,208.36,000,207.79
2014-07-01,207.64,207.64,207.64,207.64,000,207.07
2014-06-30,205.33,205.33,205.33,205.33,000,204.77
2014-06-27,205.29,205.29,205.29,205.29,000,204.73
2014-06-26,205.75,205.75,205.75,205.75,000,205.19
2014-06-25,205.78,205.78,205.78,205.78,000,205.22
2014-06-24,204.53,204.53,204.53,204.53,000,203.97
2014-06-23,203.52,203.52,203.52,203.52,000,202.96
2014-06-20,203.98,203.98,203.98,203.98,000,203.42
2014-06-19,202.68,202.68,202.68,202.68,000,202.13
2014-06-18,202.11,202.11,202.11,202.11,000,201.56
2014-06-17,200.33,200.33,200.33,200.33,000,199.78
2014-06-16,199.74,199.74,199.74,199.74,000,199.19
2014-06-13,199.36,199.36,199.36,199.36,000,198.82
2014-06-12,199.35,199.35,199.35,199.35,000,198.81
2014-06-11,200.60,200.60,200.60,200.60,000,200.05
2014-06-10,200.21,200.21,200.21,200.21,000,199.66
2014-06-09,200.12,200.12,200.12,200.12,000,199.57
2014-06-06,200.33,200.33,200.33,200.33,000,199.78
2014-06-05,199.88,199.88,199.88,199.88,000,199.33
2014-06-04,199.75,199.75,199.75,199.75,000,199.20
2014-06-03,199.38,199.38,199.38,199.38,000,198.83
2014-06-02,199.01,199.01,199.01,199.01,000,198.47
2014-05-30,198.58,198.58,198.58,198.58,000,198.04
2014-05-29,198.57,198.57,198.57,198.57,000,198.03
2014-05-28,197.06,197.06,197.06,197.06,000,196.52
2014-05-27,197.83,197.83,197.83,197.83,000,197.29
2014-05-23,196.75,196.75,196.75,196.75,000,196.21
2014-05-22,195.81,195.81,195.81,195.81,000,195.27
2014-05-21,194.45,194.45,194.45,194.45,000,193.92
2014-05-20,192.74,192.74,192.74,192.74,000,192.21
2014-05-19,193.94,193.94,193.94,193.94,000,193.41
2014-05-16,193.67,193.67,193.67,193.67,000,193.14
2014-05-15,193.32,193.32,193.32,193.32,000,192.79
2014-05-14,194.85,194.85,194.85,194.85,000,194.32
2014-05-13,195.03,195.03,195.03,195.03,000,194.50
2014-05-12,194.51,194.51,194.51,194.51,000,193.98
2014-05-09,191.73,191.73,191.73,191.73,000,191.21
2014-05-08,190.74,190.74,190.74,190.74,000,190.22
2014-05-07,191.94,191.94,191.94,191.94,000,191.42
2014-05-06,191.87,191.87,191.87,191.87,000,191.35
2014-05-05,193.42,193.42,193.42,193.42,000,192.89
2014-05-02,192.12,192.12,192.12,192.12,000,191.59
2014-05-01,193.06,193.06,193.06,193.06,000,192.53
2014-04-30,191.52,191.52,191.52,191.52,000,191.00
2014-04-29,190.63,190.63,190.63,190.63,000,190.11
2014-04-28,189.50,189.50,189.50,189.50,000,188.98
2014-04-25,188.91,188.91,188.91,188.91,000,188.39
2014-04-24,190.61,190.61,190.61,190.61,000,190.09
2014-04-23,190.50,190.50,190.50,190.50,000,189.98
2014-04-22,191.38,191.38,191.38,191.38,000,190.86
2014-04-21,189.74,189.74,189.74,189.74,000,189.22
2014-04-17,187.95,187.95,187.95,187.95,000,187.44
2014-04-16,188.29,188.29,188.29,188.29,000,187.78
2014-04-15,186.72,186.72,186.72,186.72,000,186.21
2014-04-14,185.79,185.79,185.79,185.79,000,185.28
2014-04-11,184.88,184.88,184.88,184.88,000,184.37
2014-04-10,187.46,187.46,187.46,187.46,000,186.95
2014-04-09,192.97,192.97,192.97,192.97,000,192.44
2014-04-08,188.89,188.89,188.89,188.89,000,188.37
2014-04-07,189.93,189.93,189.93,189.93,000,189.41
2014-04-04,191.82,191.82,191.82,191.82,000,191.30
2014-04-03,194.89,194.89,194.89,194.89,000,194.36
2014-04-02,196.00,196.00,196.00,196.00,000,195.46
2014-04-01,195.86,195.86,195.86,195.86,000,195.32
2014-03-31,195.23,195.23,195.23,195.23,000,194.70
2014-03-28,192.62,192.62,192.62,192.62,000,192.09
2014-03-27,192.59,192.59,192.59,192.59,000,192.06
2014-03-26,192.56,192.56,192.56,192.56,000,192.03
2014-03-25,193.02,193.02,193.02,193.02,000,192.49
2014-03-24,192.22,192.22,192.22,192.22,000,191.69
2014-03-21,194.61,194.61,194.61,194.61,000,194.08
2014-03-20,206.45,206.45,206.45,206.45,000,197.46
2014-03-19,206.74,206.74,206.74,206.74,000,197.74
2014-03-18,206.99,206.99,206.99,206.99,000,197.98
2014-03-17,204.78,204.78,204.78,204.78,000,195.86
2014-03-14,203.55,203.55,203.55,203.55,000,194.69
2014-03-13,203.91,203.91,203.91,203.91,000,195.03
2014-03-12,206.73,206.73,206.73,206.73,000,197.73
2014-03-11,206.46,206.46,206.46,206.46,000,197.47
2014-03-10,207.01,207.01,207.01,207.01,000,198.00
2014-03-07,207.15,207.15,207.15,207.15,000,198.13
2014-03-06,207.70,207.70,207.70,207.70,000,198.66
2014-03-05,209.00,209.00,209.00,209.00,000,199.90
2014-03-04,209.62,209.62,209.62,209.62,000,200.49
2014-03-03,205.65,205.65,205.65,205.65,000,196.70
2014-02-28,207.85,207.85,207.85,207.85,000,198.80
2014-02-27,207.97,207.97,207.97,207.97,000,198.91
2014-02-26,206.85,206.85,206.85,206.85,000,197.84
2014-02-25,206.52,206.52,206.52,206.52,000,197.53
2014-02-24,206.78,206.78,206.78,206.78,000,197.78
2014-02-21,204.80,204.80,204.80,204.80,000,195.88
2014-02-20,204.26,204.26,204.26,204.26,000,195.37
2014-02-19,202.02,202.02,202.02,202.02,000,193.22
2014-02-18,202.30,202.30,202.30,202.30,000,193.49
2014-02-14,197.64,197.64,197.64,197.64,000,189.03
2014-02-13,196.85,196.85,196.85,196.85,000,188.28
2014-02-12,195.21,195.21,195.21,195.21,000,186.71
2014-02-11,195.19,195.19,195.19,195.19,000,186.69
2014-02-10,193.04,193.04,193.04,193.04,000,184.63
2014-02-07,192.09,192.09,192.09,192.09,000,183.73
2014-02-06,189.06,189.06,189.06,189.06,000,180.83
2014-02-05,188.68,188.68,188.68,188.68,000,180.46
2014-02-04,188.95,188.95,188.95,188.95,000,180.72
2014-02-03,187.85,187.85,187.85,187.85,000,179.67
2014-01-31,191.63,191.63,191.63,191.63,000,183.29
2014-01-30,193.07,193.07,193.07,193.07,000,184.66
2014-01-29,189.89,189.89,189.89,189.89,000,181.62
2014-01-28,191.23,191.23,191.23,191.23,000,182.90
2014-01-27,189.33,189.33,189.33,189.33,000,181.09
2014-01-24,190.41,190.41,190.41,190.41,000,182.12
2014-01-23,194.67,194.67,194.67,194.67,000,186.19
2014-01-22,195.27,195.27,195.27,195.27,000,186.77
2014-01-21,195.01,195.01,195.01,195.01,000,186.52
2014-01-17,193.84,193.84,193.84,193.84,000,185.40
2014-01-16,194.31,194.31,194.31,194.31,000,185.85
2014-01-15,193.80,193.80,193.80,193.80,000,185.36
2014-01-14,194.18,194.18,194.18,194.18,000,185.72
2014-01-13,192.16,192.16,192.16,192.16,000,183.79
2014-01-10,192.91,192.91,192.91,192.91,000,184.51
2014-01-09,191.78,191.78,191.78,191.78,000,183.43
2014-01-08,190.23,190.23,190.23,190.23,000,181.95
2014-01-07,187.49,187.49,187.49,187.49,000,179.33
2014-01-06,185.87,185.87,185.87,185.87,000,177.78
2014-01-03,186.24,186.24,186.24,186.24,000,178.13
2014-01-02,185.70,185.70,185.70,185.70,000,177.61
2013-12-31,187.16,187.16,187.16,187.16,000,179.01
2013-12-30,187.02,187.02,187.02,187.02,000,178.88
2013-12-27,186.49,186.49,186.49,186.49,000,178.37
2013-12-26,186.39,186.39,186.39,186.39,000,178.27
2013-12-24,185.44,185.44,185.44,185.44,000,177.37
2013-12-23,185.37,185.37,185.37,185.37,000,177.30
2013-12-20,184.49,184.49,184.49,184.49,000,176.46
2013-12-19,183.19,183.19,183.19,183.19,000,175.21
2013-12-18,183.23,183.23,183.23,183.23,000,175.25
2013-12-17,179.70,179.70,179.70,179.70,000,171.88
2013-12-16,192.55,192.55,192.55,192.55,000,172.24
2013-12-13,192.18,192.18,192.18,192.18,000,171.91
2013-12-12,192.24,192.24,192.24,192.24,000,171.97
2013-12-11,192.85,192.85,192.85,192.85,000,172.51
2013-12-10,195.32,195.32,195.32,195.32,000,174.72
2013-12-09,196.18,196.18,196.18,196.18,000,175.49
2013-12-06,196.16,196.16,196.16,196.16,000,175.47
2013-12-05,194.06,194.06,194.06,194.06,000,173.59
2013-12-04,194.80,194.80,194.80,194.80,000,174.26
2013-12-03,195.97,195.97,195.97,195.97,000,175.30
2013-12-02,197.19,197.19,197.19,197.19,000,176.39
2013-11-29,196.20,196.20,196.20,196.20,000,175.51
2013-11-27,196.03,196.03,196.03,196.03,000,175.36
2013-11-26,195.83,195.83,195.83,195.83,000,175.18
2013-11-25,195.96,195.96,195.96,195.96,000,175.29
2013-11-22,195.63,195.63,195.63,195.63,000,175.00
2013-11-21,193.93,193.93,193.93,193.93,000,173.48
2013-11-20,192.58,192.58,192.58,192.58,000,172.27
2013-11-19,192.31,192.31,192.31,192.31,000,172.03
2013-11-18,192.41,192.41,192.41,192.41,000,172.12
2013-11-15,193.34,193.34,193.34,193.34,000,172.95
2013-11-14,192.23,192.23,192.23,192.23,000,171.96
2013-11-13,190.79,190.79,190.79,190.79,000,170.67
2013-11-12,189.55,189.55,189.55,189.55,000,169.56
2013-11-11,189.46,189.46,189.46,189.46,000,169.48
2013-11-08,188.70,188.70,188.70,188.70,000,168.80
2013-11-07,186.18,186.18,186.18,186.18,000,166.54
2013-11-06,188.34,188.34,188.34,188.34,000,168.48
2013-11-05,188.22,188.22,188.22,188.22,000,168.37
2013-11-04,188.85,188.85,188.85,188.85,000,168.93
2013-11-01,188.21,188.21,188.21,188.21,000,168.36
2013-10-31,187.58,187.58,187.58,187.58,000,167.80
2013-10-30,187.62,187.62,187.62,187.62,000,167.83
2013-10-29,189.14,189.14,189.14,189.14,000,169.19
2013-10-28,188.04,188.04,188.04,188.04,000,168.21
2013-10-25,187.83,187.83,187.83,187.83,000,168.02
2013-10-24,187.39,187.39,187.39,187.39,000,167.63
2013-10-23,186.88,186.88,186.88,186.88,000,167.17
2013-10-22,187.25,187.25,187.25,187.25,000,167.50
2013-10-21,185.44,185.44,185.44,185.44,000,165.88
2013-10-18,186.08,186.08,186.08,186.08,000,166.46
2013-10-17,186.82,186.82,186.82,186.82,000,167.12
2013-10-16,185.77,185.77,185.77,185.77,000,166.18
2013-10-15,182.68,182.68,182.68,182.68,000,163.41
2013-10-14,183.77,183.77,183.77,183.77,000,164.39
2013-10-11,182.98,182.98,182.98,182.98,000,163.68
2013-10-10,182.04,182.04,182.04,182.04,000,162.84
2013-10-09,178.32,178.32,178.32,178.32,000,159.51
2013-10-08,178.59,178.59,178.59,178.59,000,159.76
2013-10-07,180.52,180.52,180.52,180.52,000,161.48
2013-10-04,182.52,182.52,182.52,182.52,000,163.27
2013-10-03,181.26,181.26,181.26,181.26,000,162.14
2013-10-02,182.48,182.48,182.48,182.48,000,163.23
2013-10-01,182.92,182.92,182.92,182.92,000,163.63
2013-09-30,180.64,180.64,180.64,180.64,000,161.59
2013-09-27,180.87,180.87,180.87,180.87,000,161.79
2013-09-26,180.75,180.75,180.75,180.75,000,161.69
2013-09-25,180.04,180.04,180.04,180.04,000,161.05
2013-09-24,180.90,180.90,180.90,180.90,000,161.82
2013-09-23,181.46,181.46,181.46,181.46,000,162.32
2013-09-20,182.32,182.32,182.32,182.32,000,163.09
2013-09-19,182.73,182.73,182.73,182.73,000,163.46
2013-09-18,183.85,183.85,183.85,183.85,000,164.46
2013-09-17,182.52,182.52,182.52,182.52,000,163.27
2013-09-16,182.56,182.56,182.56,182.56,000,163.31
2013-09-13,181.02,181.02,181.02,181.02,000,161.93
2013-09-12,180.54,180.54,180.54,180.54,000,161.50
2013-09-11,180.60,180.60,180.60,180.60,000,161.55
2013-09-10,179.50,179.50,179.50,179.50,000,160.57
2013-09-09,178.35,178.35,178.35,178.35,000,159.54
2013-09-06,176.93,176.93,176.93,176.93,000,158.27
2013-09-05,177.07,177.07,177.07,177.07,000,158.40
2013-09-04,176.81,176.81,176.81,176.81,000,158.16
2013-09-03,175.13,175.13,175.13,175.13,000,156.66
2013-08-30,173.71,173.71,173.71,173.71,000,155.39
2013-08-29,174.59,174.59,174.59,174.59,000,156.18
2013-08-28,174.33,174.33,174.33,174.33,000,155.94
2013-08-27,174.30,174.30,174.30,174.30,000,155.92
2013-08-26,177.29,177.29,177.29,177.29,000,158.59
2013-08-23,176.79,176.79,176.79,176.79,000,158.14
2013-08-22,176.33,176.33,176.33,176.33,000,157.73
2013-08-21,174.93,174.93,174.93,174.93,000,156.48
2013-08-20,175.77,175.77,175.77,175.77,000,157.23
2013-08-19,175.10,175.10,175.10,175.10,000,156.63
2013-08-16,175.27,175.27,175.27,175.27,000,156.79
2013-08-15,175.85,175.85,175.85,175.85,000,157.30
2013-08-14,178.24,178.24,178.24,178.24,000,159.44
2013-08-13,179.02,179.02,179.02,179.02,000,160.14
2013-08-12,178.54,178.54,178.54,178.54,000,159.71
2013-08-09,179.09,179.09,179.09,179.09,000,160.20
2013-08-08,179.29,179.29,179.29,179.29,000,160.38
2013-08-07,178.78,178.78,178.78,178.78,000,159.93
2013-08-06,178.95,178.95,178.95,178.95,000,160.08
2013-08-05,179.45,179.45,179.45,179.45,000,160.52
2013-08-02,179.35,179.35,179.35,179.35,000,160.43
2013-08-01,179.07,179.07,179.07,179.07,000,160.18
2013-07-31,177.41,177.41,177.41,177.41,000,158.70
2013-07-30,177.42,177.42,177.42,177.42,000,158.71
2013-07-29,177.67,177.67,177.67,177.67,000,158.93
2013-07-26,178.68,178.68,178.68,178.68,000,159.84
2013-07-25,178.62,178.62,178.62,178.62,000,159.78
2013-07-24,177.75,177.75,177.75,177.75,000,159.00
2013-07-23,177.96,177.96,177.96,177.96,000,159.19
2013-07-22,178.33,178.33,178.33,178.33,000,159.52
2013-07-19,177.43,177.43,177.43,177.43,000,158.72
2013-07-18,176.32,176.32,176.32,176.32,000,157.72
2013-07-17,175.18,175.18,175.18,175.18,000,156.70
2013-07-16,175.08,175.08,175.08,175.08,000,156.62
2013-07-15,176.02,176.02,176.02,176.02,000,157.46
2013-07-12,175.99,175.99,175.99,175.99,000,157.43
2013-07-11,175.21,175.21,175.21,175.21,000,156.73
2013-07-10,172.92,172.92,172.92,172.92,000,154.68
2013-07-09,171.71,171.71,171.71,171.71,000,153.60
2013-07-08,170.82,170.82,170.82,170.82,000,152.80
2013-07-05,169.98,169.98,169.98,169.98,000,152.05
2013-07-03,168.38,168.38,168.38,168.38,000,150.62
2013-07-02,168.60,168.60,168.60,168.60,000,150.82
2013-07-01,169.32,169.32,169.32,169.32,000,151.46
2013-06-28,167.95,167.95,167.95,167.95,000,150.24
2013-06-27,168.59,168.59,168.59,168.59,000,150.81
2013-06-26,167.04,167.04,167.04,167.04,000,149.42
2013-06-25,164.96,164.96,164.96,164.96,000,147.56
2013-06-24,164.79,164.79,164.79,164.79,000,147.41
2013-06-21,166.04,166.04,166.04,166.04,000,148.53
2013-06-20,164.48,164.48,164.48,164.48,000,147.13
2013-06-19,168.96,168.96,168.96,168.96,000,151.14
2013-06-18,171.02,171.02,171.02,171.02,000,152.98
2013-06-17,170.00,170.00,170.00,170.00,000,152.07
2013-06-14,169.10,169.10,169.10,169.10,000,151.27
2013-06-13,169.40,169.40,169.40,169.40,000,151.53
2013-06-12,167.62,167.62,167.62,167.62,000,149.94
2013-06-11,168.61,168.61,168.61,168.61,000,150.83
2013-06-10,169.85,169.85,169.85,169.85,000,151.94
2013-06-07,168.89,168.89,168.89,168.89,000,151.08
2013-06-06,166.96,166.96,166.96,166.96,000,149.35
2013-06-05,164.81,164.81,164.81,164.81,000,147.43
2013-06-04,166.96,166.96,166.96,166.96,000,149.35
2013-06-03,167.90,167.90,167.90,167.90,000,150.19
2013-05-31,167.22,167.22,167.22,167.22,000,149.58
2013-05-30,170.51,170.51,170.51,170.51,000,152.53
2013-05-29,169.23,169.23,169.23,169.23,000,151.38
2013-05-28,170.99,170.99,170.99,170.99,000,152.96
2013-05-24,169.92,169.92,169.92,169.92,000,152.00
2013-05-23,170.41,170.41,170.41,170.41,000,152.44
2013-05-22,170.34,170.34,170.34,170.34,000,152.38
2013-05-21,170.77,170.77,170.77,170.77,000,152.76
2013-05-20,169.49,169.49,169.49,169.49,000,151.61
2013-05-17,170.36,170.36,170.36,170.36,000,152.39
2013-05-16,169.66,169.66,169.66,169.66,000,151.77
2013-05-15,171.24,171.24,171.24,171.24,000,153.18
2013-05-14,170.20,170.20,170.20,170.20,000,152.25
2013-05-13,168.71,168.71,168.71,168.71,000,150.92
2013-05-10,168.34,168.34,168.34,168.34,000,150.59
2013-05-09,166.89,166.89,166.89,166.89,000,149.29
2013-05-08,167.44,167.44,167.44,167.44,000,149.78
2013-05-07,165.89,165.89,165.89,165.89,000,148.39
2013-05-06,165.37,165.37,165.37,165.37,000,147.93
2013-05-03,165.85,165.85,165.85,165.85,000,148.36
2013-05-02,165.25,165.25,165.25,165.25,000,147.82
2013-05-01,164.17,164.17,164.17,164.17,000,146.86
2013-04-30,165.16,165.16,165.16,165.16,000,147.74
2013-04-29,165.61,165.61,165.61,165.61,000,148.14
2013-04-26,164.88,164.88,164.88,164.88,000,147.49
2013-04-25,164.95,164.95,164.95,164.95,000,147.55
2013-04-24,164.59,164.59,164.59,164.59,000,147.23
2013-04-23,165.52,165.52,165.52,165.52,000,148.06
2013-04-22,164.26,164.26,164.26,164.26,000,146.94
2013-04-19,163.90,163.90,163.90,163.90,000,146.61
2013-04-18,161.31,161.31,161.31,161.31,000,144.30
2013-04-17,162.80,162.80,162.80,162.80,000,145.63
2013-04-16,164.41,164.41,164.41,164.41,000,147.07
2013-04-15,162.27,162.27,162.27,162.27,000,145.16
2013-04-12,165.02,165.02,165.02,165.02,000,147.62
2013-04-11,164.83,164.83,164.83,164.83,000,147.45
2013-04-10,163.60,163.60,163.60,163.60,000,146.35
2013-04-09,161.89,161.89,161.89,161.89,000,144.82
2013-04-08,161.67,161.67,161.67,161.67,000,144.62
2013-04-05,160.95,160.95,160.95,160.95,000,143.98
2013-04-04,161.70,161.70,161.70,161.70,000,144.65
2013-04-03,160.85,160.85,160.85,160.85,000,143.89
2013-04-02,161.49,161.49,161.49,161.49,000,144.46
2013-04-01,159.82,159.82,159.82,159.82,000,142.96
2013-03-28,159.99,159.99,159.99,159.99,000,143.12
2013-03-27,158.67,158.67,158.67,158.67,000,141.94
2013-03-26,158.28,158.28,158.28,158.28,000,141.59
2013-03-25,156.79,156.79,156.79,156.79,000,140.25
2013-03-22,157.16,157.16,157.16,157.16,000,140.59
2013-03-21,156.28,156.28,156.28,156.28,000,139.80
2013-03-20,156.70,156.70,156.70,156.70,000,140.17
2013-03-19,155.65,155.65,155.65,155.65,000,139.23
2013-03-18,159.20,159.20,159.20,159.20,000,138.93
2013-03-15,160.37,160.37,160.37,160.37,000,139.95
2013-03-14,160.19,160.19,160.19,160.19,000,139.79
2013-03-13,159.48,159.48,159.48,159.48,000,139.17
2013-03-12,159.32,159.32,159.32,159.32,000,139.03
2013-03-11,158.63,158.63,158.63,158.63,000,138.43
2013-03-08,157.93,157.93,157.93,157.93,000,137.82
2013-03-07,157.60,157.60,157.60,157.60,000,137.53
2013-03-06,157.50,157.50,157.50,157.50,000,137.44
2013-03-05,157.28,157.28,157.28,157.28,000,137.25
2013-03-04,156.05,156.05,156.05,156.05,000,136.18
2013-03-01,155.28,155.28,155.28,155.28,000,135.51
2013-02-28,154.53,154.53,154.53,154.53,000,134.85
2013-02-27,154.47,154.47,154.47,154.47,000,134.80
2013-02-26,152.89,152.89,152.89,152.89,000,133.42
2013-02-25,152.59,152.59,152.59,152.59,000,133.16
2013-02-22,153.96,153.96,153.96,153.96,000,134.36
2013-02-21,153.03,153.03,153.03,153.03,000,133.54
2013-02-20,153.73,153.73,153.73,153.73,000,134.15
2013-02-19,154.49,154.49,154.49,154.49,000,134.82
2013-02-15,153.66,153.66,153.66,153.66,000,134.09
2013-02-14,153.75,153.75,153.75,153.75,000,134.17
2013-02-13,153.57,153.57,153.57,153.57,000,134.02
2013-02-12,153.60,153.60,153.60,153.60,000,134.04
2013-02-11,153.28,153.28,153.28,153.28,000,133.76
2013-02-08,153.66,153.66,153.66,153.66,000,134.09
2013-02-07,152.76,152.76,152.76,152.76,000,133.31
2013-02-06,153.39,153.39,153.39,153.39,000,133.86
2013-02-05,153.20,153.20,153.20,153.20,000,133.69
2013-02-04,151.78,151.78,151.78,151.78,000,132.45
2013-02-01,153.15,153.15,153.15,153.15,000,133.65
2013-01-31,152.59,152.59,152.59,152.59,000,133.16
2013-01-30,152.92,152.92,152.92,152.92,000,133.45
2013-01-29,153.15,153.15,153.15,153.15,000,133.65
2013-01-28,152.03,152.03,152.03,152.03,000,132.67
2013-01-25,152.69,152.69,152.69,152.69,000,133.25
2013-01-24,151.65,151.65,151.65,151.65,000,132.34
2013-01-23,150.76,150.76,150.76,150.76,000,131.56
2013-01-22,150.85,150.85,150.85,150.85,000,131.64
2013-01-18,150.05,150.05,150.05,150.05,000,130.94
2013-01-17,149.92,149.92,149.92,149.92,000,130.83
2013-01-16,148.56,148.56,148.56,148.56,000,129.64
2013-01-15,149.28,149.28,149.28,149.28,000,130.27
2013-01-14,148.94,148.94,148.94,148.94,000,129.97
2013-01-11,148.76,148.76,148.76,148.76,000,129.82
2013-01-10,148.42,148.42,148.42,148.42,000,129.52
2013-01-09,147.40,147.40,147.40,147.40,000,128.63
2013-01-08,146.36,146.36,146.36,146.36,000,127.72
2013-01-07,146.52,146.52,146.52,146.52,000,127.86
2013-01-04,146.04,146.04,146.04,146.04,000,127.44
2013-01-03,145.18,145.18,145.18,145.18,000,126.69
2013-01-02,145.26,145.26,145.26,145.26,000,126.76
2012-12-31,143.27,143.27,143.27,143.27,000,125.03
2012-12-28,141.87,141.87,141.87,141.87,000,123.81
2012-12-27,143.17,143.17,143.17,143.17,000,124.94
2012-12-26,143.55,143.55,143.55,143.55,000,125.27
2012-12-24,144.16,144.16,144.16,144.16,000,125.80
2012-12-21,144.51,144.51,144.51,144.51,000,126.11
2012-12-20,145.48,145.48,145.48,145.48,000,126.96
2012-12-19,145.19,145.19,145.19,145.19,000,126.70
